,n_pref,n_items,relation,MSS,Time
173,6,5,LEX+,5,0.24740266799926758
174,6,5,LEX,2,0.13132381439208984
175,6,5,LEX+,2,0.1326134204864502
176,6,5,LEX,3,0.264646053314209
177,6,5,LEX+,3,0.20379328727722168
178,6,5,LEX,3,0.31757259368896484
179,6,5,LEX+,3,0.18779563903808594
180,6,5,LEX,3,0.04753828048706055
181,6,5,LEX+,3,0.04794669151306152
182,6,5,LEX,2,0.04895162582397461
183,6,5,LEX+,2,0.04840564727783203
184,6,5,LEX,3,0.18843364715576172
185,6,5,LEX+,3,0.13780450820922852
186,6,5,LEX,6,0.5300745964050293
187,6,5,LEX+,6,0.5485343933105469
188,6,5,LEX,1,0.08748698234558105
189,6,5,LEX+,1,0.1022336483001709
190,6,5,LEX,2,0.10556530952453613
191,6,5,LEX+,2,0.09279060363769531
192,6,5,LEX,3,0.21867895126342773
193,6,5,LEX+,3,0.2942965030670166
194,6,5,LEX,1,0.04089617729187012
195,6,5,LEX+,1,0.04201102256774902
196,6,5,LEX,5,0.39877867698669434
197,6,5,LEX+,5,0.38891148567199707
198,6,5,LEX,5,0.5221481323242188
199,6,5,LEX+,5,0.566521167755127
200,6,5,LEX,5,0.10119771957397461
201,6,5,LEX+,5,0.10016822814941406
202,6,5,LEX,4,0.13648104667663574
203,6,5,LEX+,4,0.13309907913208008
204,6,5,LEX,2,0.049936771392822266
205,6,5,LEX+,2,0.048896074295043945
206,6,5,LEX,4,0.11324477195739746
207,6,5,LEX+,4,0.11877799034118652
208,6,5,LEX,5,0.10650229454040527
209,6,5,LEX+,5,0.10730433464050293
210,6,5,LEX,4,0.11955571174621582
211,6,5,LEX+,4,0.12259745597839355
212,6,5,LEX,1,0.4555332660675049
213,6,5,LEX+,1,0.41279172897338867
214,6,5,LEX,1,0.13916444778442383
215,6,5,LEX+,1,0.1372370719909668
216,6,5,LEX,1,0.10641956329345703
217,6,5,LEX+,1,0.10622239112854004
218,6,5,LEX,1,0.04095792770385742
219,6,5,LEX+,1,0.038356781005859375
220,6,5,LEX,2,0.15223979949951172
221,6,5,LEX+,2,0.13634610176086426
222,6,5,LEX,4,0.16095352172851562
223,6,5,LEX+,4,0.16022562980651855
224,6,5,LEX,4,0.1975696086883545
225,6,5,LEX+,4,0.1158299446105957
226,6,5,LEX,1,0.1143803596496582
227,6,5,LEX+,1,0.11658072471618652
228,6,5,LEX,1,0.1456162929534912
229,6,5,LEX+,1,0.15151524543762207
230,6,5,LEX,2,0.04868745803833008
231,6,5,LEX+,2,0.051123619079589844
232,6,5,LEX,1,0.5066685676574707
233,6,5,LEX+,1,0.5237095355987549
234,6,5,LEX,5,0.10773205757141113
235,6,5,LEX+,5,0.09526515007019043
236,6,5,LEX,5,0.19921660423278809
237,6,5,LEX+,5,0.17466378211975098
238,6,5,LEX,5,0.10738515853881836
239,6,5,LEX+,5,0.10757732391357422
240,6,5,LEX,3,0.06092357635498047
241,6,5,LEX+,3,0.05965447425842285
242,6,5,LEX,8,0.27347397804260254
243,6,5,LEX+,8,0.23251795768737793
244,6,5,LEX,1,0.04037117958068848
245,6,5,LEX+,1,0.04133486747741699
246,6,5,LEX,2,0.055013179779052734
247,6,5,LEX+,2,0.05375480651855469
248,6,5,LEX,3,0.0478363037109375
249,6,5,LEX+,3,0.05079531669616699
250,6,5,LEX,5,0.15605688095092773
251,6,5,LEX+,5,0.16901564598083496
252,6,5,LEX,2,0.5580072402954102
253,6,5,LEX+,2,0.534883975982666
254,6,5,LEX,1,0.08609414100646973
