,budget,theta,n_theta_min,n_preferences,additivity,size,sizes_sum,C,W,T
83,5,all_thetas,1,11,1,2,2,26,0,31
84,5,heuristic,1,11,2,7,10,4,1,7
85,5,random,1,11,1,2,2,26,1,32
86,5,union,1,11,1,2,2,26,1,32
87,5,all_thetas,1,11,1,2,2,26,1,32
88,5,heuristic,1,11,1,4,4,17,0,21
89,5,random,1,11,1,2,2,27,1,33
90,5,union,1,11,1,2,2,27,1,33
91,5,all_thetas,1,11,1,2,2,27,1,33
92,5,heuristic,1,11,1,4,4,21,1,27
93,5,random,1,11,1,2,2,23,1,33
94,5,union,1,11,1,2,2,23,1,33
95,5,all_thetas,1,11,1,2,2,23,1,33
96,5,heuristic,1,11,2,7,10,8,0,10
97,5,random,1,11,1,2,2,26,2,31
98,5,union,1,11,1,2,2,26,2,31
99,5,all_thetas,1,11,1,2,2,26,2,31
100,6,heuristic,1,17,2,7,11,8,2,14
101,6,random,1,17,2,3,4,25,4,37
102,6,union,1,17,2,3,4,25,4,37
103,6,all_thetas,1,17,2,3,4,25,4,37
104,6,heuristic,1,17,2,7,11,13,6,21
105,6,random,1,17,2,3,4,29,8,42
106,6,union,1,17,2,3,4,29,8,42
107,6,all_thetas,1,17,2,3,4,29,8,42
108,6,heuristic,2,17,3,18,36,9,0,11
109,6,random,2,17,1,4,4,27,2,35
110,6,union,2,17,1,5,5,27,2,34
111,6,all_thetas,2,17,1,4,4,27,2,34
112,6,heuristic,1,17,2,7,11,9,0,12
113,6,random,1,17,2,3,4,22,5,37
114,6,union,1,17,2,3,4,22,5,37
115,6,all_thetas,1,17,2,3,4,22,5,37
116,6,heuristic,1,17,2,7,11,9,2,17
117,6,random,1,17,2,3,4,29,2,37
118,6,union,1,17,2,3,4,29,2,37
119,6,all_thetas,1,17,2,3,4,29,2,37
120,7,heuristic,1,21,2,11,17,1,0,1
121,7,random,1,21,1,4,4,29,1,36
122,7,union,1,21,1,4,4,29,1,36
123,7,all_thetas,1,21,1,4,4,29,1,36
124,7,heuristic,1,21,2,11,17,3,0,3
125,7,random,1,21,1,4,4,26,3,38
126,7,union,1,21,1,4,4,26,3,38
127,7,all_thetas,1,21,1,4,4,26,3,38
128,7,heuristic,1,21,1,5,5,20,0,30
129,7,random,1,21,1,4,4,24,0,34
130,7,union,1,21,1,4,4,24,0,34
131,7,all_thetas,1,21,1,4,4,24,0,34
132,7,heuristic,1,21,2,11,17,12,0,14
133,7,random,1,21,1,4,4,33,1,38
134,7,union,1,21,1,4,4,33,1,38
135,7,all_thetas,1,21,1,4,4,33,1,38
136,7,heuristic,1,21,1,5,5,24,0,27
137,7,random,1,21,1,4,4,29,3,37
138,7,union,1,21,1,4,4,29,3,37
139,7,all_thetas,1,21,1,4,4,29,3,37
140,8,heuristic,1,27,2,11,17,4,0,7
141,8,random,1,27,1,5,5,23,1,29
142,8,union,1,27,1,5,5,23,1,29
143,8,all_thetas,1,27,1,5,5,23,1,29
144,8,heuristic,1,27,1,5,5,27,2,33
145,8,random,1,27,1,5,5,27,2,33
146,8,union,1,27,1,5,5,27,2,33
147,8,all_thetas,1,27,1,5,5,27,2,33
148,8,heuristic,1,27,3,15,29,3,0,3
149,8,random,1,27,1,5,5,23,0,25
150,8,union,1,27,1,5,5,23,0,25
151,8,all_thetas,1,27,1,5,5,23,0,25
152,8,heuristic,1,27,2,11,17,10,0,10
153,8,random,1,27,1,5,5,27,0,31
154,8,union,1,27,1,5,5,27,0,31
155,8,all_thetas,1,27,1,5,5,27,0,31
156,8,heuristic,1,27,2,11,17,4,0,5
157,8,random,1,27,1,5,5,21,5,32
158,8,union,1,27,1,5,5,21,5,32
159,8,all_thetas,1,27,1,5,5,21,5,32
160,9,heuristic,1,33,2,9,13,7,0,12
161,9,random,1,33,1,5,5,17,1,25
162,9,union,1,33,1,5,5,17,1,25
163,9,all_thetas,1,33,1,5,5,17,1,25
164,9,heuristic,1,33,2,9,13,12,0,12
165,9,random,1,33,1,5,5,31,1,34
166,9,union,1,33,1,5,5,31,1,34
167,9,all_thetas,1,33,1,5,5,31,1,34
168,9,heuristic,1,33,2,9,13,9,1,11
169,9,random,1,33,1,5,5,28,1,33
170,9,union,1,33,1,5,5,28,1,33
171,9,all_thetas,1,33,1,5,5,28,1,33
172,9,heuristic,1,33,2,9,13,8,0,10
173,9,random,1,33,1,5,5,28,1,32
174,9,union,1,33,1,5,5,28,1,32
175,9,all_thetas,1,33,1,5,5,28,1,32
176,9,heuristic,1,33,2,9,13,6,0,7
177,9,random,1,33,1,5,5,31,0,34
178,9,union,1,33,1,5,5,31,0,34
179,9,all_thetas,1,33,1,5,5,31,0,34
180,10,heuristic,1,39,3,15,29,8,0,9
181,10,random,1,39,1,5,5,23,2,31
182,10,union,1,39,1,5,5,23,2,31
183,10,all_thetas,1,39,1,5,5,23,2,31
184,10,heuristic,1,39,3,15,29,8,0,10
185,10,random,1,39,1,5,5,33,1,37
186,10,union,1,39,1,5,5,33,1,37
187,10,all_thetas,1,39,1,5,5,33,1,37
188,10,heuristic,1,39,3,15,29,6,0,6
189,10,random,1,39,1,5,5,35,1,39
190,10,union,1,39,1,5,5,35,1,39
191,10,all_thetas,1,39,1,5,5,35,1,39
192,10,heuristic,1,39,4,16,33,5,0,6
193,10,random,1,39,1,5,5,32,0,35
194,10,union,1,39,1,5,5,32,0,35
195,10,all_thetas,1,39,1,5,5,32,0,35
196,10,heuristic,1,39,3,15,29,11,0,11
197,10,random,1,39,1,5,5,34,0,38
198,10,union,1,39,1,5,5,34,0,38
199,10,all_thetas,1,39,1,5,5,34,0,38
200,11,heuristic,1,45,4,16,34,1,0,1
201,11,random,1,45,2,4,5,33,2,38
202,11,union,1,45,2,4,5,33,2,38
203,11,all_thetas,1,45,2,4,5,33,2,38
204,11,heuristic,1,45,3,15,30,4,0,4
205,11,random,1,45,2,4,5,27,0,31
206,11,union,1,45,2,4,5,27,0,31
207,11,all_thetas,1,45,2,4,5,27,0,31
208,11,heuristic,1,45,3,15,30,5,0,5
209,11,random,1,45,2,4,5,27,1,31
210,11,union,1,45,2,4,5,27,1,31
211,11,all_thetas,1,45,2,4,5,27,1,31
212,11,heuristic,1,45,3,15,30,6,0,10
213,11,random,1,45,2,4,5,29,0,35
214,11,union,1,45,2,4,5,29,0,35
215,11,all_thetas,1,45,2,4,5,29,0,35
216,11,heuristic,1,45,3,15,30,13,0,14
217,11,random,1,45,2,4,5,27,1,33
218,11,union,1,45,2,4,5,27,1,33
219,11,all_thetas,1,45,2,4,5,27,1,33
220,12,heuristic,1,51,4,14,29,12,0,13
221,12,random,1,51,2,5,6,32,1,38
222,12,union,1,51,2,5,6,32,1,38
223,12,all_thetas,1,51,2,5,6,32,1,38
224,12,heuristic,1,51,3,13,25,10,0,10
225,12,random,1,51,2,5,6,32,0,33
226,12,union,1,51,2,5,6,32,0,33
227,12,all_thetas,1,51,2,5,6,32,0,33
228,12,heuristic,1,51,4,14,29,2,2,4
229,12,random,1,51,2,5,6,25,9,38
230,12,union,1,51,2,5,6,25,9,38
231,12,all_thetas,1,51,2,5,6,25,9,38
232,12,heuristic,1,51,3,13,25,7,0,10
233,12,random,1,51,2,5,6,28,2,37
234,12,union,1,51,2,5,6,28,2,37
235,12,all_thetas,1,51,2,5,6,28,2,37
236,12,heuristic,1,51,4,14,29,8,0,8
237,12,random,1,51,2,5,6,30,1,38
238,12,union,1,51,2,5,6,30,1,38
239,12,all_thetas,1,51,2,5,6,30,1,38
240,13,heuristic,2,60,2,9,14,4,0,5
241,13,random,2,60,2,5,7,32,0,38
242,13,union,2,60,2,6,9,28,0,34
243,13,all_thetas,2,60,2,5,7,30,0,36
244,13,heuristic,1,60,3,13,25,8,0,9
245,13,random,1,60,2,5,6,29,0,35
246,13,union,1,60,2,5,6,29,0,35
247,13,all_thetas,1,60,2,5,6,29,0,35
248,13,heuristic,1,60,3,13,25,16,0,17
249,13,random,1,60,2,5,6,29,2,37
250,13,union,1,60,2,5,6,29,2,37
251,13,all_thetas,1,60,2,5,6,29,2,37
252,13,heuristic,1,60,3,13,25,13,0,13
253,13,random,1,60,2,5,6,37,1,43
254,13,union,1,60,2,5,6,37,1,43
255,13,all_thetas,1,60,2,5,6,37,1,43
256,13,heuristic,1,60,4,14,29,11,0,14
257,13,random,1,60,2,5,6,31,0,40
258,13,union,1,60,2,5,6,31,0,40
259,13,all_thetas,1,60,2,5,6,31,0,40
260,14,heuristic,1,69,3,12,22,18,0,20
261,14,random,1,69,3,4,6,27,0,36
262,14,union,1,69,3,4,6,27,0,36
263,14,all_thetas,1,69,3,4,6,27,0,36
264,14,heuristic,1,69,4,13,26,10,0,12
265,14,random,1,69,3,4,6,18,1,24
266,14,union,1,69,3,4,6,18,1,24
267,14,all_thetas,1,69,3,4,6,18,1,24
268,14,heuristic,1,69,3,12,22,21,0,23
269,14,random,1,69,3,4,6,30,2,40
270,14,union,1,69,3,4,6,30,2,40
271,14,all_thetas,1,69,3,4,6,30,2,40
272,14,heuristic,1,69,3,27,61,8,0,8
273,14,random,1,69,2,5,7,33,0,38
274,14,union,1,69,2,5,7,33,0,38
275,14,all_thetas,1,69,2,5,7,33,0,38
276,14,heuristic,1,69,3,12,22,17,0,18
277,14,random,1,69,3,4,6,33,0,36
278,14,union,1,69,3,4,6,33,0,36
279,14,all_thetas,1,69,3,4,6,33,0,36
280,15,heuristic,1,83,3,12,22,15,0,17
281,15,random,1,83,3,5,8,24,1,30
282,15,union,1,83,3,5,8,24,1,30
283,15,all_thetas,1,83,3,5,8,24,1,30
284,15,heuristic,4,83,3,27,61,1,0,1
285,15,random,4,83,2,6,8,32,1,38
286,15,union,4,83,2,10,15,3,0,5
287,15,all_thetas,4,83,2,6,8,17,0,20
288,15,heuristic,1,83,3,12,22,6,1,10
289,15,random,1,83,3,5,8,13,5,22
290,15,union,1,83,3,5,8,13,5,22
291,15,all_thetas,1,83,3,5,8,13,5,22
292,15,heuristic,4,83,3,27,61,2,0,2
293,15,random,4,83,2,6,8,29,3,38
294,15,union,4,83,2,10,15,4,1,8
295,15,all_thetas,4,83,2,6,8,8,1,12
296,15,heuristic,1,83,3,12,22,17,0,21
297,15,random,1,83,3,5,8,22,6,34
298,15,union,1,83,3,5,8,22,6,34
299,15,all_thetas,1,83,3,5,8,22,6,34
300,16,heuristic,2,98,3,19,38,6,0,6
301,16,random,2,98,2,5,7,32,2,42
302,16,union,2,98,2,6,9,24,2,33
303,16,all_thetas,2,98,2,5,7,29,2,38
304,16,heuristic,2,98,3,19,38,5,0,5
305,16,random,2,98,2,5,7,32,2,39
306,16,union,2,98,2,6,9,23,1,27
307,16,all_thetas,2,98,2,5,7,32,1,36
308,16,heuristic,2,98,4,20,42,10,0,10
309,16,random,2,98,2,5,7,30,0,35
310,16,union,2,98,2,6,9,22,0,25
311,16,all_thetas,2,98,2,5,7,30,0,33
312,16,heuristic,2,98,3,19,38,9,0,9
313,16,random,2,98,2,5,7,25,11,40
314,16,union,2,98,2,6,9,21,1,25
315,16,all_thetas,2,98,2,5,7,24,6,33
316,16,heuristic,2,98,3,19,38,4,0,4
317,16,random,2,98,2,5,7,28,0,39
318,16,union,2,98,2,6,9,16,0,24
319,16,all_thetas,2,98,2,5,7,26,0,34
320,17,heuristic,1,108,3,10,16,16,0,19
321,17,random,1,108,2,7,9,26,0,33
322,17,union,1,108,2,7,9,26,0,33
323,17,all_thetas,1,108,2,7,9,26,0,33
324,17,heuristic,1,108,2,9,13,32,1,37
325,17,random,1,108,2,7,9,34,1,41
326,17,union,1,108,2,7,9,34,1,41
327,17,all_thetas,1,108,2,7,9,34,1,41
328,17,heuristic,1,108,2,9,13,19,0,21
329,17,random,1,108,2,7,9,27,0,34
330,17,union,1,108,2,7,9,27,0,34
331,17,all_thetas,1,108,2,7,9,27,0,34
332,17,heuristic,1,108,2,9,13,17,1,23
333,17,random,1,108,2,7,9,20,2,30
334,17,union,1,108,2,7,9,20,2,30
335,17,all_thetas,1,108,2,7,9,20,2,30
336,17,heuristic,1,108,2,9,13,19,2,26
337,17,random,1,108,2,7,9,29,2,42
338,17,union,1,108,2,7,9,29,2,42
339,17,all_thetas,1,108,2,7,9,29,2,42
340,18,heuristic,4,124,2,11,17,13,0,15
341,18,random,4,124,2,7,9,18,1,24
342,18,union,4,124,2,10,15,15,0,18
343,18,all_thetas,4,124,2,7,9,16,0,19
344,18,heuristic,2,124,2,11,16,10,0,12
345,18,random,2,124,2,6,7,25,0,31
346,18,union,2,124,2,7,9,18,0,21
347,18,all_thetas,2,124,2,6,7,20,0,23
348,18,heuristic,4,124,2,11,17,11,0,16
349,18,random,4,124,2,7,9,16,1,26
350,18,union,4,124,2,10,15,11,0,17
351,18,all_thetas,4,124,2,7,9,11,0,17
352,18,heuristic,4,124,2,11,17,4,2,13
353,18,random,4,124,2,7,9,15,3,29
354,18,union,4,124,2,10,15,4,2,15
355,18,all_thetas,4,124,2,7,9,5,2,16
356,18,heuristic,2,124,2,11,16,10,0,11
357,18,random,2,124,2,6,7,28,2,33
358,18,union,2,124,2,7,9,14,1,18
359,18,all_thetas,2,124,2,6,7,24,1,28
360,19,heuristic,1,135,3,19,36,12,0,13
361,19,random,1,135,2,6,8,35,0,42
362,19,union,1,135,2,6,8,35,0,42
363,19,all_thetas,1,135,2,6,8,35,0,42
364,19,heuristic,9,135,2,11,16,7,0,8
365,19,random,9,135,2,7,9,19,1,24
366,19,union,9,135,2,11,16,7,0,8
367,19,all_thetas,9,135,2,7,9,9,0,10
368,19,heuristic,1,135,4,20,40,20,0,20
369,19,random,1,135,2,6,8,29,9,43
370,19,union,1,135,2,6,8,29,9,43
371,19,all_thetas,1,135,2,6,8,29,9,43
372,19,heuristic,1,135,4,20,40,5,0,6
373,19,random,1,135,2,6,8,31,1,35
374,19,union,1,135,2,6,8,31,1,35
375,19,all_thetas,1,135,2,6,8,31,1,35
376,19,heuristic,1,135,3,19,36,6,0,6
377,19,random,1,135,2,6,8,32,2,37
378,19,union,1,135,2,6,8,32,2,37
379,19,all_thetas,1,135,2,6,8,32,2,37
380,20,heuristic,4,152,2,11,17,17,0,18
381,20,random,4,152,2,7,9,21,1,26
382,20,union,4,152,2,10,15,17,0,18
383,20,all_thetas,4,152,2,7,9,19,0,20
384,20,heuristic,1,152,4,20,41,6,0,6
385,20,random,1,152,2,6,8,20,0,27
386,20,union,1,152,2,6,8,20,0,27
387,20,all_thetas,1,152,2,6,8,20,0,27
388,20,heuristic,1,152,3,19,37,0,0,0
389,20,random,1,152,2,6,8,17,2,32
390,20,union,1,152,2,6,8,17,2,32
391,20,all_thetas,1,152,2,6,8,17,2,32
392,20,heuristic,4,152,2,11,17,3,1,6
393,20,random,4,152,2,7,9,17,10,31
394,20,union,4,152,2,10,15,3,2,7
395,20,all_thetas,4,152,2,7,9,8,4,14
396,20,heuristic,1,152,4,20,41,6,0,6
397,20,random,1,152,2,6,8,29,0,40
398,20,union,1,152,2,6,8,29,0,40
399,20,all_thetas,1,152,2,6,8,29,0,40
400,21,heuristic,3,173,4,19,39,9,0,10
401,21,random,3,173,2,6,9,29,1,35
402,21,union,3,173,2,8,12,25,0,28
403,21,all_thetas,3,173,2,6,9,29,0,32
404,21,heuristic,3,173,4,19,39,8,0,8
405,21,random,3,173,2,6,9,35,0,40
406,21,union,3,173,2,8,12,28,0,32
407,21,all_thetas,3,173,2,6,9,34,0,39
408,21,heuristic,2,173,2,11,17,17,0,18
409,21,random,2,173,2,7,9,34,1,39
410,21,union,2,173,2,8,11,28,0,31
411,21,all_thetas,2,173,2,7,9,29,0,32
412,21,heuristic,3,173,4,19,39,10,0,10
413,21,random,3,173,2,6,9,32,0,34
414,21,union,3,173,2,8,12,26,0,27
415,21,all_thetas,3,173,2,6,9,28,0,30
416,21,heuristic,2,173,2,11,17,27,0,27
417,21,random,2,173,2,7,9,38,0,41
418,21,union,2,173,2,8,11,36,0,36
419,21,all_thetas,2,173,2,7,9,37,0,37
420,22,heuristic,5,191,2,11,17,18,0,19
421,22,random,5,191,2,7,10,30,2,37
422,22,union,5,191,2,9,13,25,0,28
423,22,all_thetas,5,191,2,7,10,25,0,28
424,22,heuristic,3,191,4,19,39,8,0,9
425,22,random,3,191,2,6,9,30,0,34
426,22,union,3,191,2,8,12,21,0,23
427,22,all_thetas,3,191,2,6,9,29,0,32
428,22,heuristic,3,191,4,19,39,12,0,12
429,22,random,3,191,2,6,9,29,0,43
430,22,union,3,191,2,8,12,24,0,30
431,22,all_thetas,3,191,2,6,9,26,0,33
432,22,heuristic,5,191,2,11,17,15,0,16
433,22,random,5,191,2,7,10,29,0,32
434,22,union,5,191,2,9,13,22,0,23
435,22,all_thetas,5,191,2,7,10,22,0,23
436,22,heuristic,3,191,4,19,39,12,0,12
437,22,random,3,191,2,6,9,32,0,40
438,22,union,3,191,2,8,12,24,0,26
439,22,all_thetas,3,191,2,6,9,28,0,30
440,23,heuristic,25,212,3,18,34,7,1,8
441,23,random,25,212,2,7,11,21,11,36
442,23,union,25,212,3,15,25,9,2,11
443,23,all_thetas,25,212,2,7,11,16,4,22
444,23,heuristic,25,212,3,18,34,17,0,17
445,23,random,25,212,2,7,11,35,0,41
446,23,union,25,212,3,15,25,17,0,17
447,23,all_thetas,25,212,2,7,11,23,0,23
448,23,heuristic,3,212,2,11,17,32,0,34
449,23,random,3,212,2,7,10,36,0,42
450,23,union,3,212,2,8,11,35,0,39
451,23,all_thetas,3,212,2,7,10,35,0,39
452,23,heuristic,25,212,3,18,34,9,0,10
453,23,random,25,212,2,7,11,27,4,41
454,23,union,25,212,3,15,25,9,0,10
455,23,all_thetas,25,212,2,7,11,13,0,15
456,23,heuristic,3,212,2,11,17,15,0,16
457,23,random,3,212,2,7,10,34,0,41
458,23,union,3,212,2,8,11,25,0,32
459,23,all_thetas,3,212,2,7,10,25,0,32
460,0,heuristic,3,235,2,11,17,27,0,28
461,0,random,3,235,2,7,10,32,0,40
462,0,union,3,235,2,8,11,32,0,40
463,0,all_thetas,3,235,2,7,10,32,0,40
464,0,heuristic,3,235,2,11,17,24,0,29
465,0,random,3,235,2,7,10,29,2,43
466,0,union,3,235,2,8,11,26,2,39
467,0,all_thetas,3,235,2,7,10,26,2,39
468,0,heuristic,3,235,2,11,17,23,7,30
469,0,random,3,235,2,7,10,27,8,36
470,0,union,3,235,2,8,11,26,8,34
471,0,all_thetas,3,235,2,7,10,26,8,34
472,0,heuristic,3,235,2,11,17,20,0,26
473,0,random,3,235,2,7,10,29,1,41
474,0,union,3,235,2,8,11,22,1,33
475,0,all_thetas,3,235,2,7,10,22,1,33
476,0,heuristic,3,235,2,11,17,21,8,31
477,0,random,3,235,2,7,10,22,9,38
478,0,union,3,235,2,8,11,22,8,36
479,0,all_thetas,3,235,2,7,10,22,8,37
480,1,heuristic,1,258,2,11,18,26,9,35
481,1,random,1,258,2,7,10,27,9,40
482,1,union,1,258,2,7,10,27,9,40
483,1,all_thetas,1,258,2,7,10,27,9,40
484,1,heuristic,1,258,2,11,18,16,2,24
485,1,random,1,258,2,7,10,22,5,35
486,1,union,1,258,2,7,10,22,5,35
487,1,all_thetas,1,258,2,7,10,22,5,35
488,1,heuristic,1,258,4,20,40,18,1,19
489,1,random,1,258,2,6,10,28,9,41
490,1,union,1,258,2,6,10,28,9,41
491,1,all_thetas,1,258,2,6,10,28,9,41
492,1,heuristic,1,258,3,19,36,11,0,11
493,1,random,1,258,2,6,10,26,3,42
494,1,union,1,258,2,6,10,26,3,42
495,1,all_thetas,1,258,2,6,10,26,3,42
496,1,heuristic,1,258,4,20,40,15,0,15
497,1,random,1,258,2,6,10,36,2,43
498,1,union,1,258,2,6,10,36,2,43
499,1,all_thetas,1,258,2,6,10,36,2,43
500,2,heuristic,1,279,2,11,16,32,0,33
501,2,random,1,279,2,7,10,35,2,40
502,2,union,1,279,2,7,10,35,2,40
503,2,all_thetas,1,279,2,7,10,35,2,40
504,2,heuristic,1,279,2,11,16,32,0,35
505,2,random,1,279,2,7,10,36,0,41
506,2,union,1,279,2,7,10,36,0,41
507,2,all_thetas,1,279,2,7,10,36,0,41
508,2,heuristic,1,279,2,11,16,25,0,26
509,2,random,1,279,2,7,10,34,0,39
510,2,union,1,279,2,7,10,34,0,39
511,2,all_thetas,1,279,2,7,10,34,0,39
512,2,heuristic,1,279,2,11,16,22,0,24
513,2,random,1,279,2,7,10,29,2,40
514,2,union,1,279,2,7,10,29,2,40
515,2,all_thetas,1,279,2,7,10,29,2,40
516,2,heuristic,1,279,2,11,16,25,0,26
517,2,random,1,279,2,7,10,29,1,37
518,2,union,1,279,2,7,10,29,1,37
519,2,all_thetas,1,279,2,7,10,29,1,37
520,3,heuristic,1,300,2,11,17,27,0,32
521,3,random,1,300,2,7,10,32,0,39
522,3,union,1,300,2,7,10,32,0,39
523,3,all_thetas,1,300,2,7,10,32,0,39
524,3,heuristic,1,300,2,11,17,28,0,28
525,3,random,1,300,2,7,10,35,0,38
526,3,union,1,300,2,7,10,35,0,38
527,3,all_thetas,1,300,2,7,10,35,0,38
528,3,heuristic,1,300,2,11,17,20,1,25
529,3,random,1,300,2,7,10,29,2,38
530,3,union,1,300,2,7,10,29,2,38
531,3,all_thetas,1,300,2,7,10,29,2,38
532,3,heuristic,1,300,2,11,17,16,9,28
533,3,random,1,300,2,7,10,23,9,37
534,3,union,1,300,2,7,10,23,9,37
535,3,all_thetas,1,300,2,7,10,23,9,37
536,3,heuristic,1,300,2,11,17,26,0,30
537,3,random,1,300,2,7,10,31,0,39
538,3,union,1,300,2,7,10,31,0,39
539,3,all_thetas,1,300,2,7,10,31,0,39
540,4,heuristic,3,319,3,18,35,27,0,28
541,4,random,3,319,2,7,10,35,0,44
542,4,union,3,319,2,9,13,35,0,38
543,4,all_thetas,3,319,2,7,10,35,0,38
544,4,heuristic,3,319,4,19,39,19,0,21
545,4,random,3,319,2,7,10,26,3,37
546,4,union,3,319,2,9,13,25,0,29
547,4,all_thetas,3,319,2,7,10,26,0,30
548,4,heuristic,3,319,4,19,39,15,0,17
549,4,random,3,319,2,7,10,32,1,42
550,4,union,3,319,2,9,13,25,1,34
551,4,all_thetas,3,319,2,7,10,25,1,34
552,4,heuristic,3,319,4,20,41,7,0,7
553,4,random,3,319,2,7,10,33,2,42
554,4,union,3,319,2,9,13,30,0,34
555,4,all_thetas,3,319,2,7,10,32,0,36
556,4,heuristic,1,319,2,11,18,35,1,39
557,4,random,1,319,2,8,12,36,2,41
558,4,union,1,319,2,8,12,36,2,41
559,4,all_thetas,1,319,2,8,12,36,2,41
560,5,heuristic,3,341,2,13,20,17,0,18
561,5,random,3,341,2,8,11,32,0,36
562,5,union,3,341,2,12,18,17,0,18
563,5,all_thetas,3,341,2,8,11,23,0,26
564,5,heuristic,3,341,2,13,20,15,7,22
565,5,random,3,341,2,8,11,28,9,42
566,5,union,3,341,2,12,18,18,7,25
567,5,all_thetas,3,341,2,8,11,21,9,31
568,5,heuristic,3,341,2,13,20,16,0,19
569,5,random,3,341,2,8,11,30,1,38
570,5,union,3,341,2,12,18,17,0,22
571,5,all_thetas,3,341,2,8,11,23,0,28
572,5,heuristic,3,341,2,13,20,29,0,32
573,5,random,3,341,2,8,11,31,0,40
574,5,union,3,341,2,12,18,29,0,32
575,5,all_thetas,3,341,2,8,11,30,0,33
576,5,heuristic,1,341,2,13,20,21,0,22
577,5,random,1,341,2,8,11,33,0,38
578,5,union,1,341,2,8,11,33,0,38
579,5,all_thetas,1,341,2,8,11,33,0,38
580,6,heuristic,1,361,2,14,22,22,0,26
581,6,random,1,361,2,8,11,34,1,42
582,6,union,1,361,2,8,11,34,1,42
583,6,all_thetas,1,361,2,8,11,34,1,42
584,6,heuristic,1,361,2,12,18,30,1,38
585,6,random,1,361,2,9,13,34,1,43
