,budget,theta_definition,theta_operator,n_theta_min,n_preferences,additivity,size,sizes_sum,time,C,W,T
0,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
1,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,3,1,6
2,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
3,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
4,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,5,0,6
5,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
6,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
7,1,VAR,RND,5,1,1,1,1,0.20804095268249512,5,0,6
8,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
9,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
10,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,3,2,6
11,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
12,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
13,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,1,2,4
14,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
15,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
16,1,VAR,RND,5,1,1,1,1,0.20804095268249512,1,2,4
17,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
18,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
19,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,5,0,6
20,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
21,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
22,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,0,6,6
23,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
24,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
25,1,VAR,RND,5,1,1,1,1,0.20804095268249512,0,6,6
26,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
27,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
28,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,1,2,4
29,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
30,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
31,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,2,4,6
32,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
33,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
34,1,VAR,RND,5,1,1,1,1,0.20804095268249512,2,4,6
35,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
36,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
37,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,2,3,6
38,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
39,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
40,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,0,4,4
41,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
42,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
43,1,VAR,RND,5,1,1,1,1,0.20804095268249512,0,4,4
44,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
45,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
46,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,4,0,6
47,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
48,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
49,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,2,2,6
50,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
51,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
52,1,VAR,RND,5,1,1,1,1,0.20804095268249512,2,2,6
53,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
54,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,1,0,1
55,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,5,0,6
56,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,1,0,1
57,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,1,0,1
58,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,3,0,4
59,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,1,0,1
60,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,1,0,1
61,1,VAR,RND,5,1,1,1,1,0.20804095268249512,3,0,4
62,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,1,0,1
63,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
64,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,0,2,4
65,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
66,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
67,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,1,3,6
68,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
69,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
70,1,VAR,RND,5,1,1,1,1,0.20804095268249512,1,3,6
71,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
72,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
73,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,1,4,6
74,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
75,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
76,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,2,4,6
77,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
78,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
79,1,VAR,RND,5,1,1,1,1,0.20804095268249512,2,4,6
80,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
81,1,LEX2,UNION,5,1,1,5,5,0.26259756088256836,0,0,0
82,1,LEX2,RND,5,1,1,1,1,0.26259756088256836,1,3,6
83,1,LEX2,ALL,5,1,1,1,1,0.26259756088256836,0,0,0
84,1,LEX3,UNION,5,1,1,5,5,0.33873820304870605,0,0,0
85,1,LEX3,RND,5,1,1,1,1,0.33873820304870605,2,3,6
86,1,LEX3,ALL,5,1,1,1,1,0.33873820304870605,0,0,0
87,1,VAR,UNION,5,1,1,5,5,0.20804095268249512,0,0,0
88,1,VAR,RND,5,1,1,1,1,0.20804095268249512,2,3,6
89,1,VAR,ALL,5,1,1,1,1,0.20804095268249512,0,0,0
90,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,3,0,4
91,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,3,0,4
92,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,3,0,4
93,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,3,0,4
94,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,3,0,4
95,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,3,0,4
96,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,3,0,4
97,2,VAR,RND,1,2,1,1,1,0.05334162712097168,3,0,4
98,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,3,0,4
99,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,2,3,6
100,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,2,3,6
101,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,2,3,6
102,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,2,3,6
103,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,2,3,6
104,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,2,3,6
105,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,2,3,6
106,2,VAR,RND,1,2,1,1,1,0.05334162712097168,2,3,6
107,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,2,3,6
108,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,4,0,6
109,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,4,0,6
110,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,4,0,6
111,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,4,0,6
112,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,4,0,6
113,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,4,0,6
114,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,4,0,6
115,2,VAR,RND,1,2,1,1,1,0.05334162712097168,4,0,6
116,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,4,0,6
117,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,3,2,6
118,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,3,2,6
119,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,3,2,6
120,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,3,2,6
121,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,3,2,6
122,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,3,2,6
123,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,3,2,6
124,2,VAR,RND,1,2,1,1,1,0.05334162712097168,3,2,6
125,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,3,2,6
126,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,0,4,6
127,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,0,4,6
128,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,0,4,6
129,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,0,4,6
130,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,0,4,6
131,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,0,4,6
132,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,0,4,6
133,2,VAR,RND,1,2,1,1,1,0.05334162712097168,0,4,6
134,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,0,4,6
135,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,2,2,6
136,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,2,2,6
137,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,2,2,6
138,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,2,2,6
139,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,2,2,6
140,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,2,2,6
141,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,2,2,6
142,2,VAR,RND,1,2,1,1,1,0.05334162712097168,2,2,6
143,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,2,2,6
144,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,2,0,4
145,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,2,0,4
146,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,2,0,4
147,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,2,0,4
148,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,2,0,4
149,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,2,0,4
150,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,2,0,4
151,2,VAR,RND,1,2,1,1,1,0.05334162712097168,2,0,4
152,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,2,0,4
153,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,4,0,6
154,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,4,0,6
155,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,4,0,6
156,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,4,0,6
157,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,4,0,6
158,2,LEX3,ALL,1,2,1,1,1,0.07994818687438965,4,0,6
159,2,VAR,UNION,1,2,1,1,1,0.05334162712097168,4,0,6
160,2,VAR,RND,1,2,1,1,1,0.05334162712097168,4,0,6
161,2,VAR,ALL,1,2,1,1,1,0.05334162712097168,4,0,6
162,2,LEX2,UNION,1,2,1,1,1,0.0794224739074707,0,4,4
163,2,LEX2,RND,1,2,1,1,1,0.0794224739074707,0,4,4
164,2,LEX2,ALL,1,2,1,1,1,0.0794224739074707,0,4,4
165,2,LEX3,UNION,1,2,1,1,1,0.07994818687438965,0,4,4
166,2,LEX3,RND,1,2,1,1,1,0.07994818687438965,0,4,4
